	x	y	z	#SampleID	ANONYMIZED_NAME	COLLECTION_TIMESTAMP	DEPTH	DESCRIPTION	ELEVATION	ENV_BIOME	ENV_FEATURE	ENV_MATERIAL	ENV_package	LATITUDE	LONGITUDE	Scientific_name	TAXON_ID	TITLE	cell_width	cell_width_units	cheese type	cheese_name	corrected_genomics_barcode	corrected_metabolomics_barcode	date_collected	genomics_barcode	grid_position	metabolomics_barcode	pH	plate_name	radius	recorded_genomics_barcode	recorded_metabolomics_barcode	sample_name	source	well_position
bonde.A10	60.2	282.495	0	246	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55774	A10	55775	6.75	Bonde_1	10	55774	55775	Not applicable	Whole Foods	A10
bonde.B10	88.632	282.246	0	247	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55776	B10	55777	6.23	Bonde_1	10	55776	55777	Not applicable	Whole Foods	B10
bonde.C10	117.064	281.997	0	248	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55778	C10	55779	5.61	Bonde_1	10	55778	55779	Not applicable	Whole Foods	C10
bonde.D10	145.496	281.748	0	249	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55780	D10	55781	5.11	Bonde_1	10	55780	55781	Not applicable	Whole Foods	D10
bonde.E10	173.928	281.499	0	250	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55782	E10	55783	5	Bonde_1	10	55782	55783	Not applicable	Whole Foods	E10
bonde.F10	202.36	281.25	0	251	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55784	F10	55785	5.23	Bonde_1	10	55784	55785	Not applicable	Whole Foods	F10
bonde.G10	230.792	281.001	0	252	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55786	G10	55787	5.7	Bonde_1	10	55786	55787	Not applicable	Whole Foods	G10
bonde.H10	259.224	280.752	0	253	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55788	H10	55789	6.79	Bonde_1	10	55788	55789	Not applicable	Whole Foods	H10
bonde.I10	287.656	280.503	0	254	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55790	I10	55791	6.84	Bonde_2	10	55790	55791	Not applicable	Whole Foods	B6
bonde.A11	60.2	309.7377778	0	255	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55792	A11	55793	6.73	Bonde_1	10	55792	55793	Not applicable	Whole Foods	A11
bonde.B11	88.632	309.4887778	0	256	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55794	B11	55795	6.3	Bonde_1	10	55794	55795	Not applicable	Whole Foods	B11
bonde.C11	117.064	309.2397778	0	257	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55796	C11	55797	5.67	Bonde_1	10	55796	55797	Not applicable	Whole Foods	C11
bonde.D11	145.496	308.9907778	0	258	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55798	D11	55799	5.25	Bonde_1	10	55798	55799	Not applicable	Whole Foods	D11
bonde.E11	173.928	308.7417778	0	259	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55800	E11	55801	5.15	Bonde_1	10	55800	55801	Not applicable	Whole Foods	E11
bonde.F11	202.36	308.4927778	0	260	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55802	F11	55803	5.31	Bonde_1	10	55802	55803	Not applicable	Whole Foods	F11
bonde.G11	230.792	308.2437778	0	261	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55804	G11	55805	5.96	Bonde_1	10	55804	55805	Not applicable	Whole Foods	G11
bonde.H11	259.224	307.9947778	0	262	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55806	H11	55807	6.82	Bonde_1	10	55806	55807	Not applicable	Whole Foods	H11
bonde.I11	287.656	307.7457778	0	263	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55808	I11	55809	6.89	Bonde_2	10	55808	55809	Not applicable	Whole Foods	C6
bonde.A12	60.2	336.9805556	0	264	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	55812	55813	7/19/16	55810	A12	55811	6.92	Bonde_2	10	55810	55811	Not applicable	Whole Foods	A1
bonde.B12	88.632	336.7315556	0	265	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	55814	55815	7/19/16	55812	B12	55813	6.39	Bonde_2	10	55812	55813	Not applicable	Whole Foods	B1
bonde.C12	117.064	336.4825556	0	266	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	55816	55817	7/19/16	55814	C12	55815	5.73	Bonde_2	10	55814	55815	Not applicable	Whole Foods	C1
bonde.D12	145.496	336.2335556	0	267	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	55818	55819	7/19/16	55816	D12	55817	5.43	Bonde_2	10	55816	55817	Not applicable	Whole Foods	D1
bonde.E12	173.928	335.9845556	0	268	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	55820	55821	7/19/16	55818	E12	55819	5.35	Bonde_2	10	55818	55819	Not applicable	Whole Foods	E1
bonde.F12	202.36	335.7355556	0	269	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	55810	55821	7/19/16	55820	F12	55821	5.8	Bonde_2	10	55820	55821	Not applicable	Whole Foods	F1
bonde.G12	230.792	335.4865556	0	270	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55822	G12	55823	6.13	Bonde_2	10	55822	55823	Not applicable	Whole Foods	G1
bonde.H12	259.224	335.2375556	0	271	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55824	H12	55825	6.82	Bonde_2	10	55824	55825	Not applicable	Whole Foods	H1
bonde.I12	287.656	334.9885556	0	272	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55826	I12	55827	6.64	Bonde_2	10	55826	55827	Not applicable	Whole Foods	D6
bonde.A13	60.2	364.2233333	0	273	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55828	A13	55829	6.9	Bonde_2	10	55828	55829	Not applicable	Whole Foods	A2
bonde.B13	88.632	363.9743333	0	274	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55830	B13	55831	6.71	Bonde_2	10	55830	55831	Not applicable	Whole Foods	B2
bonde.C13	117.064	363.7253333	0	275	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55832	C13	55833	6.09	Bonde_2	10	55832	55833	Not applicable	Whole Foods	C2
bonde.D13	145.496	363.4763333	0	276	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55834	D13	55835	5.69	Bonde_2	10	55834	55835	Not applicable	Whole Foods	D2
bonde.E13	173.928	363.2273333	0	277	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55836	E13	55837	5.54	Bonde_2	10	55836	55837	Not applicable	Whole Foods	E2
bonde.F13	202.36	362.9783333	0	278	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55838	F13	55839	5.86	Bonde_2	10	55838	55839	Not applicable	Whole Foods	F2
bonde.G13	230.792	362.7293333	0	279	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55840	G13	55841	6.59	Bonde_2	10	55840	55841	Not applicable	Whole Foods	G2
bonde.H13	259.224	362.4803333	0	280	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55842	H13	55843	7.28	Bonde_2	10	55842	55843	Not applicable	Whole Foods	H2
bonde.I13	287.656	362.2313333	0	281	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55844	I13	55845	6.77	Bonde_2	10	55844	55845	Not applicable	Whole Foods	E6
bonde.A14	60.2	391.4661111	0	282	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55846	A14	55847	6.81	Bonde_2	10	55846	55847	Not applicable	Whole Foods	A3
bonde.B14	88.632	391.2171111	0	283	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55848	B14	55849	6.8	Bonde_2	10	55848	55849	Not applicable	Whole Foods	B3
bonde.C14	117.064	390.9681111	0	284	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55850	C14	55851	6.44	Bonde_2	10	55850	55851	Not applicable	Whole Foods	C3
bonde.D14	145.496	390.7191111	0	285	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55852	D14	55853	6.31	Bonde_2	10	55852	55853	Not applicable	Whole Foods	D3
bonde.E14	173.928	390.4701111	0	286	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55854	E14	55855	6.38	Bonde_2	10	55854	55855	Not applicable	Whole Foods	E3
bonde.F14	202.36	390.2211111	0	287	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55856	F14	55857	6.39	Bonde_2	10	55856	55857	Not applicable	Whole Foods	F3
bonde.G14	230.792	389.9721111	0	288	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55858	G14	55859	6.81	Bonde_2	10	55858	55859	Not applicable	Whole Foods	G3
bonde.H14	259.224	389.7231111	0	289	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55860	H14	55861	Not applicable	Bonde_2	10	55860	55861	Not applicable	Whole Foods	H3
bonde.I14	287.656	389.4741111	0	290	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55862	I14	55863	6.87	Bonde_2	10	55862	55863	Not applicable	Whole Foods	F6
bonde.A15	60.2	418.7088889	0	291	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55864	A15	55865	6.96	Bonde_2	10	55864	55865	Not applicable	Whole Foods	A4
bonde.B15	88.632	418.4598889	0	292	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55866	B15	55867	6.88	Bonde_2	10	55866	55867	Not applicable	Whole Foods	B4
bonde.C15	117.064	418.2108889	0	293	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55868	C15	55869	6.65	Bonde_2	10	55868	55869	Not applicable	Whole Foods	C4
bonde.D15	145.496	417.9618889	0	294	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55870	D15	55871	6.82	Bonde_2	10	55870	55871	Not applicable	Whole Foods	D4
bonde.E15	173.928	417.7128889	0	295	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55873	E15	55872	6.83	Bonde_2	10	55873	55872	Not applicable	Whole Foods	E4
bonde.F15	202.36	417.4638889	0	296	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55874	F15	55875	6.9	Bonde_2	10	55874	55875	Not applicable	Whole Foods	F4
bonde.G15	230.792	417.2148889	0	297	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55876	G15	55877	7.1	Bonde_2	10	55876	55877	Not applicable	Whole Foods	G4
bonde.H15	259.224	416.9658889	0	298	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55878	H15	55879	Not applicable	Bonde_2	10	55878	55879	Not applicable	Whole Foods	H4
bonde.I15	287.656	416.7168889	0	299	Bonde	7/19/16	0	5 x 5 mm cube of cheese	251	ENVO: bitter cheese	ENVO: bitter cheese	ENVO: bitter cheese	build environment	117.2713	32.8328	Not applicable	Not applicable	cheese niche study	5	mm	bonde	Bonde Du Poitou Herv̩ Mons	Not applicable	Not applicable	7/19/16	55880	I15	55881	6.77	Bonde_2	10	55880	55881	Not applicable	Whole Foods	G6
BLANK.1.11D	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
BLANK.2.12D	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
BLANK.2.12C	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
BLANK.2.7H	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
BLANK.1.11C	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
BLANK.2.10G	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
BLANK4.12D	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
BLANK.2.7F	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
BLANK.2.8G	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
BLANK.2.7A	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable	Not applicable
